sector,fiscal_year,month,total_apprehensions,unaccompanied_child_apprehension,family_apprehensions 
swanton,2013,september,66,0,13
swanton,2013,yearly total,531,4,63
tucson,2013,october,9224,620,211
tucson,2013,november,9185,733,178
tucson,2013,december,8481,764,183
tucson,2013,january,9871,758,245
tucson,2013,february,11831,887,265
tucson,2013,march,14990,1041,336
tucson,2013,april,14051,949,310
tucson,2013,may,12119,818,224
tucson,2013,june,9357,684,178
tucson,2013,july,7014,559,151
tucson,2013,august,7278,667,155
tucson,2013,september,7538,590,194
tucson,2013,yearly total,120939,9070,2630
yuma,2013,october,433,17,31
yuma,2013,november,417,13,25
yuma,2013,december,467,28,25
yuma,2013,january,594,28,24
yuma,2013,february,535,18,9
yuma,2013,march,762,30,27
yuma,2013,april,812,37,28
yuma,2013,may,674,26,18
yuma,2013,june,445,17,11
yuma,2013,july,329,13,6
yuma,2013,august,310,9,3
yuma,2013,september,328,11,13
yuma,2013,yearly total,6106,247,220
big bend,2012,october,284,9,NA
big bend,2012,november,317,20,NA
big bend,2012,december,288,18,NA
big bend,2012,january,323,22,NA
big bend,2012,february,423,17,NA
big bend,2012,march,450,20,NA
big bend,2012,april,393,20,NA
big bend,2012,may,304,11,NA
big bend,2012,june,300,4,NA
big bend,2012,july,303,15,NA
big bend,2012,august,333,10,NA
big bend,2012,september,246,2,NA
big bend,2012,yearly total,3964,168,NA
blaine,2012,october,50,0,NA
blaine,2012,november,58,0,NA
blaine,2012,december,47,1,NA
blaine,2012,january,41,2,NA
blaine,2012,february,53,0,NA
blaine,2012,march,51,3,NA
blaine,2012,april,42,0,NA
blaine,2012,may,28,0,NA
blaine,2012,june,40,1,NA
blaine,2012,july,41,1,NA
blaine,2012,august,41,1,NA
blaine,2012,september,45,3,NA
blaine,2012,yearly total,537,12,NA
buffalo,2012,october,118,0,NA
buffalo,2012,november,87,3,NA
buffalo,2012,december,56,1,NA
buffalo,2012,january,78,1,NA
buffalo,2012,february,90,2,NA
buffalo,2012,march,100,0,NA
buffalo,2012,april,89,2,NA
buffalo,2012,may,106,1,NA
buffalo,2012,june,61,0,NA
buffalo,2012,july,126,6,NA
buffalo,2012,august,104,0,NA
buffalo,2012,september,128,2,NA
buffalo,2012,yearly total,1143,18,NA
coastal border,2012,october,337,4,NA
coastal border,2012,november,441,2,NA
coastal border,2012,december,275,0,NA
coastal border,2012,january,340,2,NA
coastal border,2012,february,272,3,NA
coastal border,2012,march,248,1,NA
coastal border,2012,april,222,0,NA
coastal border,2012,may,323,4,NA
coastal border,2012,june,282,3,NA
coastal border,2012,july,302,3,NA
coastal border,2012,august,261,1,NA
coastal border,2012,september,382,5,NA
coastal border,2012,yearly total,3685,28,NA
del rio,2012,october,1364,103,NA
del rio,2012,november,1289,94,NA
del rio,2012,december,871,88,NA
del rio,2012,january,1204,77,NA
del rio,2012,february,1788,120,NA
del rio,2012,march,2375,182,NA
del rio,2012,april,2791,217,NA
del rio,2012,may,2480,179,NA
del rio,2012,june,2123,168,NA
del rio,2012,july,1942,137,NA
del rio,2012,august,1770,128,NA
del rio,2012,september,1723,125,NA
del rio,2012,yearly total,21720,1618,NA
detroit,2012,october,127,2,NA
detroit,2012,november,109,2,NA
detroit,2012,december,57,0,NA
detroit,2012,january,62,0,NA
detroit,2012,february,67,1,NA
detroit,2012,march,95,1,NA
detroit,2012,april,111,2,NA
detroit,2012,may,67,0,NA
detroit,2012,june,82,0,NA
detroit,2012,july,67,1,NA
detroit,2012,august,55,1,NA
detroit,2012,september,51,0,NA
detroit,2012,yearly total,950,10,NA
el centro,2012,october,1946,43,NA
el centro,2012,november,1698,39,NA
el centro,2012,december,1401,12,NA
el centro,2012,january,1655,31,NA
el centro,2012,february,2041,48,NA
el centro,2012,march,2857,62,NA
el centro,2012,april,2805,50,NA
el centro,2012,may,2622,58,NA
el centro,2012,june,2107,64,NA
el centro,2012,july,1896,35,NA
el centro,2012,august,1411,34,NA
el centro,2012,september,1477,22,NA
el centro,2012,yearly total,23916,498,NA
el paso,2012,october,647,39,NA
el paso,2012,november,662,41,NA
el paso,2012,december,534,36,NA
el paso,2012,january,625,46,NA
el paso,2012,february,812,57,NA
el paso,2012,march,1151,81,NA
el paso,2012,april,888,49,NA
el paso,2012,may,823,59,NA
el paso,2012,june,840,55,NA
el paso,2012,july,793,77,NA
el paso,2012,august,984,73,NA
el paso,2012,september,919,46,NA
el paso,2012,yearly total,9678,659,NA
grand forks,2012,october,58,0,NA
grand forks,2012,november,46,0,NA
grand forks,2012,december,16,0,NA
grand forks,2012,january,29,0,NA
grand forks,2012,february,13,0,NA
grand forks,2012,march,30,0,NA
grand forks,2012,april,33,0,NA
grand forks,2012,may,26,1,NA
grand forks,2012,june,36,0,NA
grand forks,2012,july,43,1,NA
grand forks,2012,august,32,0,NA
grand forks,2012,september,56,0,NA
grand forks,2012,yearly total,418,2,NA
havre,2012,october,21,0,NA
havre,2012,november,9,0,NA
havre,2012,december,18,0,NA
havre,2012,january,4,0,NA
havre,2012,february,9,0,NA
havre,2012,march,11,0,NA
havre,2012,april,9,0,NA
havre,2012,may,5,0,NA
havre,2012,june,5,0,NA
havre,2012,july,3,0,NA
havre,2012,august,4,0,NA
havre,2012,september,4,0,NA
havre,2012,yearly total,102,0,NA
houlton,2012,october,0,0,NA
houlton,2012,november,3,0,NA
houlton,2012,december,2,0,NA
houlton,2012,january,1,0,NA
houlton,2012,february,0,0,NA
houlton,2012,march,1,0,NA
houlton,2012,april,2,0,NA
houlton,2012,may,1,0,NA
houlton,2012,june,7,1,NA
houlton,2012,july,4,0,NA
houlton,2012,august,9,0,NA
houlton,2012,september,11,0,NA
houlton,2012,yearly total,41,1,NA
laredo,2012,october,2835,147,NA
laredo,2012,november,2846,179,NA
laredo,2012,december,1853,135,NA
laredo,2012,january,3180,195,NA
laredo,2012,february,3855,223,NA
laredo,2012,march,5154,286,NA
laredo,2012,april,5100,241,NA
laredo,2012,may,4478,241,NA
laredo,2012,june,4019,221,NA
laredo,2012,july,3670,243,NA
laredo,2012,august,4306,308,NA
laredo,2012,september,3576,239,NA
laredo,2012,yearly total,44872,2658,NA
livermore,2012,october,NA,NA,NA
livermore,2012,november,NA,NA,NA
livermore,2012,december,NA,NA,NA
livermore,2012,january,NA,NA,NA
livermore,2012,february,NA,NA,NA
livermore,2012,march,NA,NA,NA
livermore,2012,april,NA,NA,NA
livermore,2012,may,NA,NA,NA
livermore,2012,june,NA,NA,NA
livermore,2012,july,NA,NA,NA
livermore,2012,august,NA,NA,NA
livermore,2012,september,NA,NA,NA
livermore,2012,yearly total,NA,NA,NA
miami,2012,october,216,3,NA
miami,2012,november,293,2,NA
miami,2012,december,195,0,NA
miami,2012,january,249,1,NA
miami,2012,february,180,2,NA
miami,2012,march,156,1,NA
miami,2012,april,159,0,NA
miami,2012,may,226,2,NA
miami,2012,june,137,2,NA
miami,2012,july,249,3,NA
miami,2012,august,207,0,NA
miami,2012,september,242,2,NA
miami,2012,yearly total,2509,18,NA
nationwide total,2012,october,26397,1471,NA
nationwide total,2012,november,24182,1453,NA
nationwide total,2012,december,19520,1262,NA
nationwide total,2012,january,26319,1642,NA
nationwide total,2012,february,32152,2083,NA
nationwide total,2012,march,42823,2760,NA
nationwide total,2012,april,41218,2708,NA
nationwide total,2012,may,37596,2547,NA
nationwide total,2012,june,31310,2076,NA
nationwide total,2012,july,27724,2130,NA
nationwide total,2012,august,28176,2293,NA
nationwide total,2012,september,27351,2056,NA
nationwide total,2012,yearly total,364768,24481,NA
new orleans,2012,october,49,0,NA
new orleans,2012,november,48,0,NA
new orleans,2012,december,39,0,NA
new orleans,2012,january,40,0,NA
new orleans,2012,february,42,1,NA
new orleans,2012,march,24,0,NA
new orleans,2012,april,22,0,NA
new orleans,2012,may,58,0,NA
new orleans,2012,june,22,0,NA
new orleans,2012,july,12,0,NA
new orleans,2012,august,21,1,NA
new orleans,2012,september,97,3,NA
new orleans,2012,yearly total,474,5,NA
northern border,2012,october,448,2,NA
northern border,2012,november,373,5,NA
northern border,2012,december,262,3,NA
northern border,2012,january,265,5,NA
northern border,2012,february,301,3,NA
northern border,2012,march,357,4,NA
northern border,2012,april,368,5,NA
northern border,2012,may,307,2,NA
northern border,2012,june,359,2,NA
northern border,2012,july,444,9,NA
northern border,2012,august,348,3,NA
northern border,2012,september,378,7,NA
northern border,2012,yearly total,4210,50,NA
ramey,2012,october,72,1,NA
ramey,2012,november,100,0,NA
ramey,2012,december,41,0,NA
ramey,2012,january,51,1,NA
ramey,2012,february,50,0,NA
ramey,2012,march,68,0,NA
ramey,2012,april,41,0,NA
ramey,2012,may,39,2,NA
ramey,2012,june,123,1,NA
ramey,2012,july,41,0,NA
ramey,2012,august,33,0,NA
ramey,2012,september,43,0,NA
ramey,2012,yearly total,702,5,NA
rio grande valley,2012,october,6201,596,NA
rio grande valley,2012,november,5513,573,NA
rio grande valley,2012,december,4285,448,NA
rio grande valley,2012,january,5514,541,NA
rio grande valley,2012,february,6709,742,NA
rio grande valley,2012,march,9622,1092,NA
rio grande valley,2012,april,11160,1233,NA
rio grande valley,2012,may,11583,1209,NA
rio grande valley,2012,june,10112,1025,NA
rio grande valley,2012,july,9023,1048,NA
rio grande valley,2012,august,9295,1228,NA
rio grande valley,2012,september,8745,1024,NA
rio grande valley,2012,yearly total,97762,10759,NA
san diego,2012,october,2439,33,NA
san diego,2012,november,2185,36,NA
san diego,2012,december,2136,29,NA
san diego,2012,january,2185,34,NA
san diego,2012,february,2439,29,NA
san diego,2012,march,3064,68,NA
san diego,2012,april,2879,47,NA
san diego,2012,may,2787,57,NA
san diego,2012,june,2170,41,NA
san diego,2012,july,2165,54,NA
san diego,2012,august,2020,24,NA
san diego,2012,september,1992,72,NA
san diego,2012,yearly total,28461,524,NA
southwest border,2012,october,25612,1465,NA
southwest border,2012,november,23368,1446,NA
southwest border,2012,december,18983,1259,NA
southwest border,2012,january,25714,1635,NA
southwest border,2012,february,31579,2077,NA
southwest border,2012,march,42218,2755,NA
southwest border,2012,april,40628,2703,NA
southwest border,2012,may,36966,2541,NA
southwest border,2012,june,30669,2071,NA
southwest border,2012,july,26978,2118,NA
southwest border,2012,august,27567,2289,NA
southwest border,2012,september,26591,2044,NA
southwest border,2012,yearly total,356873,24403,NA
spokane,2012,october,34,0,NA
spokane,2012,november,18,0,NA
spokane,2012,december,23,0,NA
spokane,2012,january,24,0,NA
spokane,2012,february,18,0,NA
spokane,2012,march,21,0,NA
spokane,2012,april,35,1,NA
spokane,2012,may,22,0,NA
spokane,2012,june,25,0,NA
spokane,2012,july,40,0,NA
spokane,2012,august,34,1,NA
spokane,2012,september,23,0,NA
spokane,2012,yearly total,317,2,NA
swanton,2012,october,40,0,NA
swanton,2012,november,43,0,NA
swanton,2012,december,43,1,NA
swanton,2012,january,26,2,NA
swanton,2012,february,51,0,NA
swanton,2012,march,48,0,NA
swanton,2012,april,47,0,NA
swanton,2012,may,52,0,NA
swanton,2012,june,103,0,NA
swanton,2012,july,120,0,NA
swanton,2012,august,69,0,NA
swanton,2012,september,60,2,NA
swanton,2012,yearly total,702,5,NA
tucson,2012,october,9306,472,NA
tucson,2012,november,8361,447,NA
tucson,2012,december,7100,462,NA
tucson,2012,january,10209,642,NA
tucson,2012,february,12836,797,NA
tucson,2012,march,16559,933,NA
tucson,2012,april,14095,821,NA
tucson,2012,may,11343,708,NA
tucson,2012,june,8636,486,NA
tucson,2012,july,6856,489,NA
tucson,2012,august,7116,474,NA
tucson,2012,september,7583,508,NA
tucson,2012,yearly total,120000,7239,NA
yuma,2012,october,590,23,NA
yuma,2012,november,497,17,NA
yuma,2012,december,515,31,NA
yuma,2012,january,819,47,NA
yuma,2012,february,676,44,NA
yuma,2012,march,986,31,NA
yuma,2012,april,517,25,NA
yuma,2012,may,546,19,NA
yuma,2012,june,362,7,NA
yuma,2012,july,330,20,NA
yuma,2012,august,332,10,NA
yuma,2012,september,330,6,NA
yuma,2012,yearly total,6500,280,NA
big bend,2011,october,375,16,NA
big bend,2011,november,290,16,NA
big bend,2011,december,282,7,NA
big bend,2011,january,332,10,NA
big bend,2011,february,300,12,NA
big bend,2011,march,457,23,NA
big bend,2011,april,512,21,NA
big bend,2011,may,350,15,NA
big bend,2011,june,296,17,NA
big bend,2011,july,235,15,NA
big bend,2011,august,311,20,NA
big bend,2011,september,296,17,NA
big bend,2011,yearly total,4036,189,NA
blaine,2011,october,68,2,NA
blaine,2011,november,42,0,NA
blaine,2011,december,37,0,NA
blaine,2011,january,54,1,NA
blaine,2011,february,31,0,NA
blaine,2011,march,69,3,NA
blaine,2011,april,35,0,NA
blaine,2011,may,53,1,NA
blaine,2011,june,46,0,NA
blaine,2011,july,48,0,NA
blaine,2011,august,64,1,NA
blaine,2011,september,44,0,NA
blaine,2011,yearly total,591,8,NA
buffalo,2011,october,231,3,NA
buffalo,2011,november,190,2,NA
buffalo,2011,december,139,3,NA
buffalo,2011,january,161,2,NA
buffalo,2011,february,148,2,NA
buffalo,2011,march,203,0,NA
buffalo,2011,april,174,1,NA
buffalo,2011,may,158,3,NA
buffalo,2011,june,176,3,NA
buffalo,2011,july,157,2,NA
buffalo,2011,august,188,2,NA
buffalo,2011,september,189,2,NA
buffalo,2011,yearly total,2114,25,NA
coastal border,2011,october,687,6,NA
coastal border,2011,november,610,3,NA
coastal border,2011,december,529,4,NA
coastal border,2011,january,650,10,NA
coastal border,2011,february,540,2,NA
coastal border,2011,march,625,3,NA
coastal border,2011,april,479,1,NA
coastal border,2011,may,531,4,NA
coastal border,2011,june,462,1,NA
coastal border,2011,july,483,3,NA
coastal border,2011,august,492,3,NA
coastal border,2011,september,464,2,NA
coastal border,2011,yearly total,6552,42,NA
del rio,2011,october,1043,63,NA
del rio,2011,november,837,63,NA
del rio,2011,december,704,61,NA
del rio,2011,january,899,60,NA
del rio,2011,february,1399,115,NA
del rio,2011,march,2132,147,NA
del rio,2011,april,1977,128,NA
del rio,2011,may,1499,86,NA
del rio,2011,june,1525,95,NA
del rio,2011,july,1386,87,NA
del rio,2011,august,1356,96,NA
del rio,2011,september,1387,112,NA
del rio,2011,yearly total,16144,1113,NA
detroit,2011,october,177,4,NA
detroit,2011,november,143,1,NA
detroit,2011,december,110,0,NA
detroit,2011,january,133,3,NA
detroit,2011,february,121,4,NA
detroit,2011,march,175,0,NA
detroit,2011,april,118,1,NA
detroit,2011,may,103,1,NA
detroit,2011,june,110,0,NA
detroit,2011,july,96,1,NA
detroit,2011,august,126,1,NA
detroit,2011,september,119,5,NA
detroit,2011,yearly total,1531,21,NA
el centro,2011,october,2201,31,NA
el centro,2011,november,1851,24,NA
el centro,2011,december,1734,25,NA
el centro,2011,january,2135,38,NA
el centro,2011,february,2569,28,NA
el centro,2011,march,3772,58,NA
el centro,2011,april,3563,59,NA
el centro,2011,may,3278,31,NA
el centro,2011,june,2904,36,NA
el centro,2011,july,2225,35,NA
el centro,2011,august,2074,39,NA
el centro,2011,september,1885,53,NA
el centro,2011,yearly total,30191,457,NA
el paso,2011,october,732,43,NA
el paso,2011,november,660,51,NA
el paso,2011,december,622,65,NA
el paso,2011,january,779,59,NA
el paso,2011,february,911,54,NA
el paso,2011,march,1354,90,NA
el paso,2011,april,1380,84,NA
el paso,2011,may,904,53,NA
el paso,2011,june,816,51,NA
el paso,2011,july,794,48,NA
el paso,2011,august,711,59,NA
el paso,2011,september,682,40,NA
el paso,2011,yearly total,10345,697,NA
grand forks,2011,october,47,0,NA
grand forks,2011,november,34,1,NA
grand forks,2011,december,32,0,NA
grand forks,2011,january,24,0,NA
grand forks,2011,february,37,0,NA
grand forks,2011,march,56,2,NA
grand forks,2011,april,20,0,NA
grand forks,2011,may,24,3,NA
grand forks,2011,june,49,0,NA
grand forks,2011,july,52,1,NA
grand forks,2011,august,44,0,NA
grand forks,2011,september,49,0,NA
grand forks,2011,yearly total,468,7,NA
havre,2011,october,46,2,NA
havre,2011,november,23,0,NA
havre,2011,december,16,0,NA
havre,2011,january,24,0,NA
havre,2011,february,21,0,NA
havre,2011,march,17,0,NA
havre,2011,april,32,0,NA
havre,2011,may,25,0,NA
havre,2011,june,4,0,NA
havre,2011,july,9,1,NA
havre,2011,august,31,0,NA
havre,2011,september,22,0,NA
havre,2011,yearly total,270,3,NA
houlton,2011,october,4,0,NA
houlton,2011,november,4,0,NA
houlton,2011,december,0,0,NA
houlton,2011,january,1,0,NA
houlton,2011,february,1,0,NA
houlton,2011,march,9,0,NA
houlton,2011,april,1,0,NA
houlton,2011,may,1,0,NA
houlton,2011,june,10,0,NA
houlton,2011,july,5,0,NA
houlton,2011,august,2,0,NA
houlton,2011,september,3,0,NA
houlton,2011,yearly total,41,0,NA
laredo,2011,october,2286,91,NA
laredo,2011,november,2174,91,NA
laredo,2011,december,1797,76,NA
laredo,2011,january,2285,95,NA
laredo,2011,february,2943,113,NA
laredo,2011,march,4686,179,NA
laredo,2011,april,3891,175,NA
laredo,2011,may,3168,162,NA
laredo,2011,june,3205,161,NA
laredo,2011,july,2913,132,NA
laredo,2011,august,3262,156,NA
laredo,2011,september,3443,177,NA
laredo,2011,yearly total,36053,1608,NA
livermore,2011,october,NA,NA,NA
livermore,2011,november,NA,NA,NA
livermore,2011,december,NA,NA,NA
livermore,2011,january,NA,NA,NA
livermore,2011,february,NA,NA,NA
livermore,2011,march,NA,NA,NA
livermore,2011,april,NA,NA,NA
livermore,2011,may,NA,NA,NA
livermore,2011,june,NA,NA,NA
livermore,2011,july,NA,NA,NA
livermore,2011,august,NA,NA,NA
livermore,2011,september,NA,NA,NA
livermore,2011,yearly total,NA,NA,NA
miami,2011,october,401,1,NA
miami,2011,november,441,2,NA
miami,2011,december,349,2,NA
miami,2011,january,447,9,NA
miami,2011,february,364,2,NA
miami,2011,march,466,3,NA
miami,2011,april,324,1,NA
miami,2011,may,325,2,NA
miami,2011,june,309,0,NA
miami,2011,july,330,3,NA
miami,2011,august,340,1,NA
miami,2011,september,305,1,NA
miami,2011,yearly total,4401,27,NA
nationwide total,2011,october,27535,1114,NA
nationwide total,2011,november,23553,1099,NA
nationwide total,2011,december,20349,1018,NA
nationwide total,2011,january,25045,1093,NA
nationwide total,2011,february,29778,1318,NA
nationwide total,2011,march,43246,1964,NA
